"Data Source","World Development Indicators",

"Last Updated Date","2023-10-26",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Saudi Arabia","SAU","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sudan","SDN","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","10662000","1311000","-1302000","-4351000","-6237000","-6648000","-7025000","-6818000","-6022000","-5212000","-2840000","2055000","-1366000","-2201000","-4221000","-4786000","-4258000","-5677000","-8379000","-8133000","-9754000","-4933000","-5332000","-3209000","","","","","","-3289000","-2112000","-469000","","","","","","","","","","","","","","","","","","","","","",
"Senegal","SEN","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","784000","-36000","102000","448000","550000","6877000","4425000","12497000","4980000","8529000","15962000","19867000","2134000","7723000","4676000","-100000","2853000","-6584000","-9578000","-9608000","-13197000","-12726000","-10997000","-10725000","-11135000","-11801000","-9809000","-7152000","-5472000","-4450000","-2836000","-1253000","","","","","","","","","","","","","","","","","","","","","",
"Singapore","SGP","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Solomon Islands","SLB","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sierra Leone","SLE","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","2673000","354000","91000","-284000","3344000","1791000","-396000","-705000","-249000","2852000","1501000","-878000","-958000","-631000","-1295000","-409000","-1451000","-36000","-349000","-196000","","-359000","-6246000","-367000","-431000","-507000","-537000","-241000","-763000","-599000","-284000","","","","","","","","","","","","","","","","","","","","","","",
"El Salvador","SLV","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","-992000","-1086000","-1485000","1555000","5508000","11692000","7834000","7205000","8967000","14622000","7482000","11210000","7021000","888000","6180000","6413000","-4000000","-4672000","2776000","-8814000","-12771000","43944000","-1355000","33895000","51795000","4807000","-1051000","11825000","6740000","6344000","17027000","25245000","36048000","1044000","-24280000","88374000","-19059000","-16315000","-950000","169275000","345497000","99138000","-30778000","-19305000","-19935000","-26856000","-8503000","121000","-30083000","-44332000","-44574000","-17243000","",
"San Marino","SMR","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","27422000","33199000","39536000","35180000","72929000","134552000","95991000","103014000","139432000","245402000","215854000","123898000","201063000","130493000","251513000","134347000","-14118000","-127196000","-311877000","-243899000","-135791000","-315588000","-103166000","-12406000","","","","","","0","","0","0","0","0","-17125000","-242369000","-17479000","-22145000","55721000","172042000","102096000","21682000","-16772000","116668000","331295000","9591000","291160000","50470000","28070000","8064000","43730000","",
"Sub-Saharan Africa (excluding high income)","SSA","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","45466000","91526000","150728000","92428000","108278000","219963000","232196000","232459000","291262000","247012000","288510000","312154000","472900000","536307000","635769000","393498000","551154000","546856000","-41271000","216393000","91330000","-291194000","-321669000","-396680000","-670793000","-782570000","-720080000","-571210000","-583224000","-597908000","-475587000","-381702000","-405115000","-320346000","-305369000","-271879000","-280992000","-375650000","-574901000","-88943000","265005000","254767000","548568000","362447000","791717000","807987000","365385000","816142000","118720000","1036201000","497080000","1164310000","",
"South Sudan","SSD","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa","SSF","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","45466000","91526000","150728000","92428000","108278000","219963000","232196000","232459000","291262000","247012000","288510000","312154000","472900000","536307000","635769000","395503000","552389000","546856000","-40551000","216305000","92123000","-291552000","-322343000","-397311000","-670548000","-782064000","-720725000","-571652000","-583476000","-597744000","-476184000","-382083000","-405115000","-320381000","-305369000","-272595000","-282891000","-375693000","-574901000","-88943000","282680000","254767000","555568000","362466000","806285000","815022000","375385000","816142000","118720000","1059668000","","","",
"Small states","SST","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","6994000","9195000","14295000","21460000","16329000","27401000","34976000","31747000","66968000","38995000","64168000","90453000","162277000","94368000","78475000","93019000","-14003000","12439000","8436000","11848000","-79402000","-50647000","-96897000","29939000","-53652000","-42036000","-46046000","-50800000","-43921000","-30153000","600000","12568000","-11712000","-59130000","-77660000","-62904000","-80694000","-129701000","-47941000","135310000","191579000","186589000","139753000","199328000","32112000","71737000","74032000","263271000","79592000","237704000","","","",
"Sao Tome and Principe","STP","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Suriname","SUR","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Slovak Republic","SVK","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","66633000","43604000","39763000","85583000","7655000","5971000","-2190000","-1689000","-17669000","-22246000","31747000","-21877000","56421000","74425000","-55463000","-32948000","-10773000","-50222000","-43414000","-33010000","-31524000","-30453000","-34432000","-36992000","-32785000","-279000","","","","","","",
"Slovenia","SVN","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-155262.7","-303286.86","3240861.91","11295029.44","7486042.36","1542290.97","3069327.22","-1930016.25","88736901.72","4123142.98","14158443.49","-19212102.01","-2288177.96","-11322840.6","-18402028.49","-17057220.6","-12431764.05","-8165101.22","-8563406.41","-8396871.56","-10583945.03","-11814190.97","-13025742.52","-14285994.02","-6082058.88","","","","","","","","","","","","","",
"Sweden","SWE","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eswatini","SWZ","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","199000","-295000","-315000","-330000","-345000","-359000","1825000","3301000","4690000","2042000","1324000","9146000","8804000","7317000","2659000","-1971000","2033000","-934000","-3500000","-4369000","-19396000","-3786000","-4038000","-4132000","-4442000","-3537000","-3130000","-3436000","-68000","-654000","-124000","-47000","90000","5792000","8815000","-16000","-1222000","-2315000","-5929000","-6608000","-5203000","-1187000","1275000","3660000","6433000","7896000","5960000","11358000","1137000","-3235000","6580000","44428000","",
"Sint Maarten (Dutch part)","SXM","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2005000","1235000","0","720000","-88000","793000","-358000","-674000","-631000","245000","506000","-645000","-442000","-252000","164000","-597000","-381000","0","-35000","0","-716000","-1899000","-43000","0","0","17675000","0","7000000","19000","14568000","7035000","10000000","","","","","","",
"Syrian Arab Republic","SYR","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","3639000","22963000","45693000","30624000","55154000","57205000","30313000","10488000","30932000","29625000","4064000","2841000","1337000","-957000","","-744000","","-28577000","-18888000","-48707000","-12618000","","-262376000","-21586000","-21217000","-14154000","-7869000","-6154000","-7536000","-4450000","","","","","","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9065000","276000","21563000","5919000","-1800000","-4672000","-4672000","-25673000","","","","","","","","","","","","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","35060000","35915000","58281000","57821000","89959000","216058000","302863000","359220000","440733000","548449000","674591000","1015449000","1040633000","1396800000","1234653000","1327208000","957052000","1236477000","1221383000","1300670000","1070393000","1380191000","379884000","1448818000","613061000","1016061000","313642000","1049568000","1974080000","1825216000","1239398000","308903000","-2210588000","-2202424000","-2445773000","-973098000","-878277000","-989126000","424842000","1126637000","2081156000","1492295000","1002654000","2100370000","1230418000","3318329000","1734352000","2326957000","2080521000","2190111000","","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","42012000","51991000","59096000","84357000","139976000","233431000","323880000","367904000","441036000","622673000","700229000","850904000","957278000","763663000","764297000","520329418.23","192393005.88","136428287.36","-990106427.06","-1066800351.85","-77665140.11","-123751070.24","83534444.7","492118081.47","1366220934.41","1464660549.77","2017865390.46","3425939215.63","1709208953.32","1389328900.28","1765880653.87","1759769913.31","539487793.03","-749725024.74","-234786398.46","-863981674.06","35284045.72","-433956187.6","443301385.48","5059014000","4469335000","2932766000","2007113000","2975092000","2973109000","2595311000","653549000","1445434000","174347000","477724000","","","",
"Togo","TGO","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","","","3500000","","","-110000","-240000","-260000","-3358000","-3753000","-3778000","-4962000","-6475000","-6698000","-7656000","-5686000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Thailand","THA","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","9833000","10303000","21794000","26942000","22963000","28437000","28650000","47347000","88241000","117524000","119636000","264631000","334625000","380991000","249083000","201875000","72859000","-26538000","-492703000","-245997000","-33700000","-46843000","-468532000","-20011000","-287043000","-55497000","-58471000","251033000","319170000","626227000","275132000","105517000","-695818000","-250420000","-1614990000","-97476000","-50174000","-272369000","1629000","9301000","-1697000","-5745000","95497000","890496000","-7005000","-7229000","-7005000","-7005000","-7005000","-90405000","-90405000","-86952000","",
"Tajikistan","TJK","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Turkmenistan","TKM","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","957000","2529000","3164000","2427000","-109000","19562000","2191000","727000","-1575000","1304000","-1849000","-8165000","-5559000","-1246000","-1323000","-1403000","-1490000","-1576000","-1672000","-1770000","-1878000","-1990000","-1049000","","","","15005000","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","250656000","316574000","360930000","400006000","580204000","551364000","397518000","523736000","526429000","820662000","1190868000","1194905000","1294902000","1625280000","2108455000","1891662000","2723652000","1538296000","1407176000","923981000","2830283000","205152000","-1066763000","312353000","-1475050000","-340871000","84618000","431397000","2122750000","1653132000","1800637000","1016410000","-529550000","-744641000","-1310232000","-1023709000","-3583485000","-251906000","2260552000","6481380000","8090794000","-3121893000","3359692000","2939440000","2360922000","2441091000","1822698000","-1033839000","1642314000","2074229000","","","",
"Timor-Leste","TLS","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38000","2000","2000","2077000","4685000","6372000","2526000","198000","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","7547000","18229000","17251000","28288000","56241000","161988000","167133000","222409000","209931000","377469000","276511000","257918000","207258000","351932000","452370000","547809000","524668000","368438000","252546000","343783000","408694000","298982000","450924000","207681000","25945000","345896000","164147000","-473947000","-321384000","49198000","-336332000","-123343000","-351434000","-381167000","-716866000","-135584000","-937395000","948126000","-306901000","889942000","1083261000","1029250000","841324000","1173814000","932535000","3134215000","3923544000","2603946000","2627755000","3111971000","","","",
"Tonga","TON","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Asia (IDA & IBRD)","TSA","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","33687000","891000","-19962000","-32856000","-22097000","19141000","54770000","54010000","31660000","13452000","-9317000","-5807000","94677000","47917000","39027000","117347000","435717000","967348000","1777367000","1570723000","1175196000","1203450000","680860000","862798000","267881000","-14527000","209536000","197424000","-174500000","104235000","-88372000","-91826000","-2601855000","-3181809000","436457000","557417000","590997000","547640000","488333000","790583000","2668072000","244262000","176405000","-36209000","78057000","418668000","617406000","102295000","610067000","1497578000","","","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","45466000","91526000","150728000","92428000","108278000","219963000","232196000","232459000","291262000","247012000","288510000","312154000","472900000","536307000","635769000","395503000","552389000","546856000","-40551000","216305000","92123000","-291552000","-322343000","-397311000","-670548000","-782064000","-720725000","-571652000","-583476000","-597744000","-476184000","-382083000","-405115000","-320381000","-305369000","-272595000","-282891000","-375693000","-574901000","-88943000","282680000","254767000","555568000","362466000","806285000","815022000","375385000","816142000","118720000","1059668000","","","",
"Trinidad and Tobago","TTO","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","2084000","5572000","3204000","4023000","4206000","4741000","6623000","4749000","2481000","-909000","-1385000","-2459000","-3103000","-5068000","-4081000","-4301000","-5956000","-7502000","-6216000","-5504000","13011000","-4188000","-1658000","20772000","136000","9151000","12101000","3636000","7097000","2404000","3764000","1282000","-3124000","-1892000","-15240000","-12954000","-10604000","-7564000","-11124000","-7673000","238000","-3521000","-3278000","-3278000","-2665000","-2129000","-2129000","","","","","","",
"Tunisia","TUN","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","8034000","13494000","12822000","17900000","17159000","19648000","16614000","37987000","21005000","41556000","36233000","49854000","55397000","57991000","50890000","61930000","94372000","67608000","62260000","156295000","101787000","172365000","-36911000","101237000","15247000","-64646000","14590000","-45799000","-36507000","43781000","-14513000","146851000","-36879000","45751000","-88681000","-54501000","-254627000","-7999000","-203108000","31692000","76372000","445722000","405678000","-125008000","112632000","521798000","21960000","582060000","487494000","32123000","411326000","159302000","",
"Turkiye","TUR","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","14590000","18792000","19560000","49177000","67047000","79808000","103446000","120310000","136076000","242341000","267466000","390857000","416381000","373886000","502498000","480638000","401025000","471150000","360276000","-81935000","6233000","-215083000","-441923000","-393523000","-457245000","-459718000","-325868000","-460576000","-407738000","-233180000","805821000","1105689000","594316000","-220216000","919467000","-294024000","989093000","557130000","570016000","1619046000","2094282000","970218000","764647000","456210000","30532000","-261901000","-640973000","188187000","8123000","-169198000","-96501000","-146702000","",
"Tuvalu","TUV","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","1242000","7155000","13164000","8821000","8053000","39490000","9702000","22959000","25443000","29750000","29440000","12329000","1110000","12080000","9874000","-13408000","-19323000","-19443000","-21267000","-23070000","-26126000","-36253000","-30527000","-33105000","-32531000","-33821000","-26567000","-20088000","-12051000","-5927000","-4420000","-3475000","-2445000","-2640000","-2865000","","","","","","","","","","","","","","","","","","",
"Uganda","UGA","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","-406000","-430000","-454000","-481000","-509000","-538000","-570000","-603000","-315000","-657000","-696000","-736000","","","","-1201000","-1921000","-2500000","-3052000","-4655000","-4458000","-5061000","-7660000","-6675000","-5825000","-11912000","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ukraine","UKR","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69000","101615000","400948000","405986000","305507000","384746000","420233000","88206000","304755000","-76373000","-34939000","-132855000","316049000","-85755000","-74422000","686583000","274516000","-84738000","-25594000","36565000","92012000","1386688000","889181000","-79660000","-148543000","-27069000","25201000","381195000","881896000","",
"Upper middle income","UMC","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","266811000","335430000","416874000","494042000","707808000","741131000","557337000","747483000","841078000","1378720000","1728359000","1928804000","2172714000","2447007000","3106614000","2916096000","3199326000","1885549000","1298064000","714646000","2189648000","-58151000","-1729309000","1124583000","-155572000","2148917000","2434763000","4613263000","4632113000","3913938000","4327661000","3314107000","-1270047000","-2200457000","-2166945000","-1995445000","-3168821000","-365927000","2679395000","8088580000","11774091000","-1616431000","5383279000","5025498000","3835199000","4217736000","4907364000","1409330000","2610666000","3425861000","6292039000","4814045000","",
"Uruguay","URY","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","-4202000","3414000","3622000","4706000","13004000","-1364000","9804000","-3584000","-1925000","128000","-1529000","-2180000","14974000","6801000","40776000","4033000","20514000","37736000","23439000","36269000","8353000","38768000","129486000","-8671000","-19166000","-46069000","-31146000","-17480000","65329000","3062000","76299000","-7752000","158265000","19245000","63575000","30321000","-162783000","13208000","61442000","364720000","-41979000","73367000","-47667000","-39774000","-3690000","2076000","29606000","","","","","","",
"United States","USA","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Uzbekistan","UZB","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","893000","162113000","8982000","12920000","10308000","27119000","26797000","31203000","21481000","2776000","4510000","4308000","11211000","-7404000","-13770000","-27336000","-27579000","-27793000","-7286000","-24673000","-27773000","11701000","92135000","29651000","355989000","666593000","535291000","222776000","",
"St. Vincent and the Grenadines","VCT","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43000","120000","288000","-20000","-89000","-24000","-26000","-69000","-30000","-30000","-28000","343000","102000","360000","1000","2443000","-172000","-268000","375000","1899000","1582000","-814000","-794000","-754000","-754000","-754000","-754000","-762000","-644000","-523000","-248000","",
"Venezuela, RB","VEN","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"British Virgin Islands","VGB","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Viet Nam","VNM","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","700000000","94282000","189308000","114629000","79585000","259360000","210509000","312399000","106387000","130515000","60468000","-23698000","",
"Vanuatu","VUT","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"World","WLD","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Samoa","WSM","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kosovo","XKX","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-207736000","-14270000","-16599000","-14817000","-14935000","-15199000","-12407000","-12654000","-12797000","-13641000","-12704000","-13071000","-13467000","",
"Yemen, Rep.","YEM","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Africa","ZAF","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","710000","2661000","3985000","5142000","3135000","6961000","8260000","-1844000","-2509000","-333000","-5495000","363061000","199375000","493903000","284362000","745214000","356880000","323895000","229755000","-46474000","-89592000","-42466000","-76073000","",
"Zambia","ZMB","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","1396000","3259000","9233000","20224000","44156000","45506000","69675000","39883000","27013000","15157000","10140000","873000","1201000","-2466000","-4144000","26033000","13554000","-3762000","297000","-20000","-4919000","-167535000","-70885000","-51441000","-54917000","-50042000","-47141000","-34481000","-21085000","-8657000","-7752000","-7751000","-6432000","-7194000","-3283000","","","","","","","","","","","","","","","","","","",
"Zimbabwe","ZWE","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","-3840000","-3543000","-4533000","-4250000","-4401000","-4558000","-4260000","-3266000","-2730000","-2869000","-3014000","38762000","13539000","40820000","51033000","41562000","26385000","23335000","4458000","16765000","7001000","18863000","42659000","78110000","-7814000","-15823000","-7759000","3098000","-3265000","-19866000","-27421000","-10917000","0","-76000","-1694000","-1740000","0","0","0","-9000","-100000","0","","-40000","-2142000","-6794000","-11616000","-4954000","0","-2034000","0","-1822000","",
